Blog_URL,Blog_Status,Blog_Meta,Blog_Catigory,Blog_Discription,Blog_Title,Blog_Name
http://thereplicas.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['nginx'], 'Date': ['Tue, 31 Mar 2015 12:13:18 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://thereplicas.com/xmlrpc.php']}",Reference - Time,Contains articles and reviews on famous wristwatches. ,The Replicas,The Replicas
http://velociphilewatch.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:13 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Wed, 15 Oct 2014 12:21:24 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:13 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Time,Presents stuf about wristwatches including the technology of horology and the patents of the market. ,Velociphile's Journey into Watches,Velociphile's Journey into Watches
http://allthingsgeography.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:12:56 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Tue, 23 Dec 2014 05:12:05 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:12:56 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Maps,Geography blog created by a GIS professional from the City of Sacramento. ,All Things Geography,All Things Geography
http://rhythmclocksblog.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'X-Powered-By': ['W3 Total Cache/0.9.1.3'], 'Vary': ['Accept-Encoding,User-Agent'], 'Server': ['nginx/1.6.2'], 'Date': ['Tue, 31 Mar 2015 12:13:20 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://rhythmclocksblog.com/xmlrpc.php']}",Reference - Time,A store in Florida offers details about motion and melody clocks. ,Rhythm Clocks | Small World Motion Clocks | Shop over 7 styles of Rhythm Clocks with Free US Shipping,Rhythm Clocks
http://professionalwatches.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Expires': ['Tue, 31 Mar 2015 12:13:20 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache/2.4.12'], 'Cache-Control': ['max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:20 GMT'], 'Content-Type': ['text/html']}",Reference - Time,"Contains a wrist watch guide searchable by brand, features, or prices. ",PROFESSIONAL WATCHES,Professional Watches
http://talbertpipes.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:05 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Thu, 05 Feb 2015 03:10:53 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:05 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Recreation - Tobacco,Features articles and photos of various pipes. ,The Talbert Pipe Blog,Pipe Pic of the Day
http://blogs.bmj.com/tc/,200,"{'X-Cache-Config': ['0 0'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-User-Agent': ['standard'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Vary': ['Accept-Encoding, X-User-Agent'], 'X-Cache-Status': ['EXPIRED'], 'Server': ['Pagely Gateway/1.45'], 'X-Ua-Compatible': ['IE=edge,chrome=1'], 'Date': ['Tue, 31 Mar 2015 12:13:05 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://blogs.bmj.com/tc/xmlrpc.php']}",Recreation - Tobacco,"Contains the latest worldwide news, research and policy development. ",BMJ Blogs: TC News and Views Online  ,Tobacco Control Blog
http://www.harrybishop.ca/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PHP/5.4.29'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache/2.2.27 (Unix) mod_ssl/2.2.27 OpenSSL/1.0.1e-fips DAV/2 mod_bwlimited/1.4'], 'Date': ['Tue, 31 Mar 2015 12:13:19 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.harrybishop.ca/xmlrpc.php']}",Reference - Time,"Harry bishop shares his interest in watches. His blog covers vintage Seiko watches, online advertising, SEO, and life. ",Seiko Champion,Seiko Champion
http://watchmakingblog.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Set-Cookie': ['PHPSESSID=f2npanufteg1ip1ctgokm6ndp5; path=/'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache'], 'Link': ['<http://wp.me/dQhc>; rel=shortlink'], 'Date': ['Tue, 31 Mar 2015 12:13:16 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://watchmakingblog.com/xmlrpc.php']}",Reference - Time,Musings from a mechanical watchmaker in a digital world. ,Tick Talk » A mechanical watchmaker in a digital world,Tick Talk
http://www.fratellowatches.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Expires': ['Thu, 30 Apr 2015 12:13:24 GMT'], 'Vary': ['Accept-Encoding'], 'X-Powered-By': ['PHP/5.3.10-1ubuntu3.16'], 'Server': ['nginx/1.1.19'], 'Last-Modified': ['Thu, 01 Jan 1970 00:00:00 GMT'], 'Etag': ['cf49efa6a3221f3269bc90d732e44610'], 'Pragma': ['public'], 'Cache-Control': ['max-age=2592000, public'], 'Date': ['Tue, 31 Mar 2015 12:13:24 GMT'], 'Content-Type': ['text/html']}",Reference - Time,Features articles and entries concerning wristwatches. ,,Fratello watches
http://trollitc.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache'], 'Date': ['Tue, 31 Mar 2015 12:13:25 GMT'], 'Content-Type': ['text/html']}",Games - Resources,"Gaming blog covers RPGs, board games, video games, CCGs, and dice games. ",Troll in the Corner,Troll in the Corner
http://sundial-time.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:16 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Fri, 03 Oct 2014 06:18:21 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:16 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Time,"Offers information about the sundial including the history, sundials for the garden, and the technology. ",Sundial,Sundial
http://bellclocks-com.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:26 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Tue, 24 Feb 2015 08:32:35 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:26 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Time,"Highlights information on clocks, time pieces, weather instruments, and related products. ",Bellclocks.com,Bellclocks
http://www.buddhism-blog.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PHP/5.4.35'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 FrontPage/5.0.2.2635 mod_perl/2.0.8 Perl/v5.8.8'], 'Date': ['Tue, 31 Mar 2015 12:13:33 GMT'], 'Content-Type': ['text/html']}",Reference - Quotations,"Buddhism-inspired and Dalai Lama quotations, from the ancient to the contemporary. ",チャットレディに挑戦,Quoting Buddha
http://twosidestothecoin.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:25 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Fri, 03 Oct 2014 07:45:28 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:25 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Games - Resources,Offers game session reports with game reviews and comparisons from gamers who played the same session. ,Two Sides to the Coin,Two Sides to the Coin
http://dreamwatches.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:24 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Fri, 19 Sep 2014 16:03:23 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:24 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Time,Exhibits pictures and specs of beautiful time pieces. ,"Dream Watches Blog,Dream Watches Blog - Virtual display of the most beautiful and desirable timepieces",Dream Watches Blog
http://boldwords.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:26 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Fri, 13 Feb 2015 09:01:25 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:26 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Quotations,Collates quotations of various themes - from the funny to the famous to the inspirational. ,"Funny Love Quotes, Famous Inspirational Short Sayings, Life, Poem, Cute, Movie, Friendship",Short Quotes
http://timetapestry.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:13 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Mon, 30 Mar 2015 23:39:59 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:13 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Time,"Raphmeisters horological weavings on life, love and other passions. ",Tapestry Of Time ~ Time Tapestry,Time Tapestry
http://www.quotationspage.com/weblog/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PleskLin'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Expires': ['Tue, 31 Mar 2015 16:13:42 GMT'], 'Server': ['Apache'], 'Cache-Control': ['max-age=14400'], 'Date': ['Tue, 31 Mar 2015 12:13:42 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.quotationspage.com/weblog/xmlrpc.php']}",Reference - Quotations,"Long running blog offering seasonal, inspirational, or just humorous quotes. ",Quotations Weblog  ,Quotations Weblog
http://www.thequoteblog.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Accept-Ranges': ['bytes'], 'Server': ['Apache'], 'Last-Modified': ['Wed, 01 Oct 2014 12:39:42 GMT'], 'Date': ['Tue, 31 Mar 2015 12:13:42 GMT'], 'Content-Type': ['text/html'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Quotations,"Quotes by well-known people from all walks of life, from Benjamin Franklin to Stephen Wright. ",Das Gefühl der Sicherheit ,The Quote Blog
http://www.pointnclickgames.com,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PHP/5.4.22'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Vary': ['Cookie,Accept-Encoding'], 'Server': ['Apache'], 'Date': ['Tue, 31 Mar 2015 12:13:48 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.pointnclickgames.com/xmlrpc.php']}",Games - Resources,"Reviews and walkthroughs of escape, point and click adventure and puzzle games. Includes downloads. ","Point and Click Games — Point and Click Escape Games,Adventure Games, Scary Games, Puzzle Games Online, Walkthroughs & Hints.",Point and Click Games
http://www.purplepawn.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Set-Cookie': ['bb2_screener_=1427804026+121.52.146.252+192.168.108.122; path=/'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache'], 'Link': ['<http://wp.me/Pm3Mx-8rd>; rel=shortlink'], 'Date': ['Tue, 31 Mar 2015 12:13:46 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.purplepawn.com/xmlrpc.php']}",Games - Resources,"Provides game news including card, board, and electronic games, miniatures, RPGs, and war games. ",Purple Pawn,Purple Pawn
http://equote.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:42 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Tue, 14 Oct 2014 08:32:01 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:42 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Quotations,Inspiring words and thoughts as compiled by a London-based Internet and software entrepreneur. ,Quote Me Happy,Quote Me Happy
http://maximumpixelation.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['HIT: 2', 'HIT from proxy2'], 'Age': ['1481'], 'X-Cacheable': ['bot'], 'Server': ['nginx'], 'X-Cache-Group': ['bot'], 'Link': ['<http://wp.me/1FcmJ>; rel=shortlink'], 'Cache-Control': ['max-age=10800, must-revalidate'], 'Date': ['Tue, 31 Mar 2015 11:49:12 GMT'], 'X-Type': ['default'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['HIT from proxy2:8080'], 'X-Pingback': ['http://maximumpixelation.com/xmlrpc.php']}",Games - Resources,"Reviews board games, PC and console games, and mobile and handheld games. ",Maximum Pixelation - Gaming with some real life thrown in…,Maximum Pixelation
http://blog.pictogame.com,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache'], 'Date': ['Tue, 31 Mar 2015 12:13:51 GMT'], 'Content-Type': ['text/html']}",Games - Resources,"Reviews, comments and recaps with a new game every day. ",ooblada - Play Games!,Pictogame
http://watchismo.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:12:56 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Mon, 30 Mar 2015 19:24:42 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:12:56 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Time,Specializes in unique mid-century modern and space-age watches. ,Watchismo Times,Watchismo Times
http://www.quotes-world.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PHP/5.4.35'], 'Set-Cookie': ['wfvt_2672284092=551a8f76ddba6; expires=Tue, 31-Mar-2015 12:43:42 GMT; path=/; httponly'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache'], 'Date': ['Tue, 31 Mar 2015 12:13:41 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://www.quotes-world.com/xmlrpc.php']}",Reference - Quotations,Collection of humorous and famous quotes. ,Welcome to Quotes World!,Quotes World
http://faithofthefatherssaintquote.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:25 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Mon, 30 Mar 2015 22:05:22 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:25 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Quotations,"Offering inspirational quotations from Saints, Blesseds and Venerables. ","Saint Quote of the Day,Saint Quote of the Day",Saint Quote of the Day
http://50-gs.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:27 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Sun, 29 Mar 2015 19:52:59 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:27 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Time,Writes about all the G-Shock models that he can find. ,50 Gs,50 Gs
http://quotationblog.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Vary': ['Accept-Encoding'], 'Server': ['Apache'], 'Date': ['Tue, 31 Mar 2015 12:13:55 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Pingback': ['http://quotationblog.com/xmlrpc.php']}",Reference - Quotations,"Quotation blog offering a platform to share quotations, words of wisdom and related ideas. ",Quotation blog.com  ,Quotation Blog
http://www.horologycrazy.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5,80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:24 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Wed, 18 Mar 2015 16:04:07 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:24 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Time,"Ivan tries to learn Mandarin, photography, and watch servicing. ",HOROLOGY CRAZY,Horology Crazy
http://saidwhatquotes.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:54 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Tue, 07 Oct 2014 02:12:37 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:54 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Reference - Quotations,Famous quotation with brief commentary. ,The Quotation Blog,The Quotation Blog
http://www.gamethyme.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5,80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:27 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Mon, 30 Mar 2015 23:07:20 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:27 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Games - Resources,"Discusses games, the game industry, and gaming culture. ",Talking Game,Talking Game
http://blackdiamondgames.blogspot.com/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:30 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Mon, 30 Mar 2015 14:58:55 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:30 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Games - Resources,"Black Diamond Games store blog. Covers board and card games, and classic games such as poker and chess. ",Quest for Fun!,Quest for Fun
http://jayisgames.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'Set-Cookie': ['__cfduid=d68f104938c0669060fe5700a91030bbe1427804040; expires=Wed, 30-Mar-16 12:14:00 GMT; path=/; domain=.jayisgames.com; HttpOnly', 'jig_div=deleted; expires=Thu, 01-Jan-1970 00:00:01 GMT; path=/'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Expires': ['Tue, 31 Mar 2015 12:14:00 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['cloudflare-nginx'], 'Cache-Control': ['max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:14:00 GMT'], 'Cf-Ray': ['1cfbf8b66a1414cd-CDG'], 'Content-Type': ['text/html']}",Games - Resources,Reviews and links to a selection of flash games and puzzles. ,"
Jay is games - We do online and Mobile Game Reviews
",Jay Is Games
http://rolesrules.blogspot.ca/,200,"{'Alternate-Protocol': ['80:quic,p=0.5'], 'X-Xss-Protection': ['1; mode=block'], 'X-Cache': ['MISS from proxy2'], 'X-Content-Type-Options': ['nosniff'], 'Accept-Ranges': ['none'], 'Expires': ['Tue, 31 Mar 2015 12:13:27 GMT'], 'Vary': ['Accept-Encoding'], 'Server': ['GSE'], 'Last-Modified': ['Mon, 30 Mar 2015 07:28:18 GMT'], 'Via': ['1.1 proxy2 (squid/3.4.9)'], 'Cache-Control': ['private, max-age=0'], 'Date': ['Tue, 31 Mar 2015 12:13:27 GMT'], 'Content-Type': ['text/html; charset=UTF-8'], 'X-Cache-Lookup': ['MISS from proxy2:8080']}",Games - Resources,"Blogger posts about wargames, role playing games, interactive fiction, board games, and CCGs. ","Roles, Rules, and Rolls","Roles, Rules, and Rolls"
http://www.mgmtquotes.com/,200,"{'Via': ['1.1 proxy2 (squid/3.4.9)'], 'X-Cache': ['MISS from proxy2'], 'X-Powered-By': ['PHP/5.3.27'], 'X-Cache-Lookup': ['MISS from proxy2:8080'], 'Server': ['Apache'], 'Date': ['Tue, 31 Mar 2015 12:14:00 GMT'], 'Content-Type': ['text/html']}",Reference - Quotations,Provides encouraging thoughts and words of wisdom for leaders and managers. ,Management & Leadership Quotes,Management and Leadership Quotes
